No,Easting,Northing,ELEVATION
29565,129627.055,2677851.652,11.244
29566,129627.055,2677846.652,11.359
29567,129627.055,2677841.652,11.369
29568,129627.055,2677836.652,11.233
29569,129627.055,2677831.652,11.364
29570,129627.055,2677826.652,11.356
29571,129627.055,2677821.652,11.382
29572,129627.055,2677816.652,11.36
29573,129627.055,2677811.652,11.34
29574,129627.055,2677806.652,11.445
29575,129627.055,2677801.652,11.417
29576,129627.055,2677796.652,11.493
29577,129627.055,2677791.652,11.518
29578,129627.055,2677786.652,11.538
29579,129627.055,2677781.652,11.518
29580,129627.055,2677776.652,11.48
29581,129627.055,2677771.652,11.516
29582,129627.055,2677766.652,11.571
29583,129627.055,2677761.652,11.608
29584,129627.055,2677756.652,11.646
29585,129627.055,2677751.652,11.714
29586,129627.055,2677746.652,11.967
29587,129627.055,2677741.652,12.009
29588,129627.055,2677736.652,11.876
29589,129627.055,2677731.652,11.87
29590,129627.055,2677726.652,11.878
29591,129627.055,2677721.652,11.868
29592,129627.055,2677716.652,11.914
29593,129627.055,2677711.652,11.905
29594,129627.055,2677706.652,11.912
29595,129627.055,2677701.652,11.929
29596,129627.055,2677696.652,11.97
29597,129627.055,2677691.652,11.968
29598,129627.055,2677686.652,12.014
29599,129627.055,2677681.652,12.063
29600,129627.055,2677676.652,12.07
29601,129627.055,2677671.652,12.088
29602,129627.055,2677666.652,12.075
29603,129627.055,2677661.652,12.065
29604,129627.055,2677656.652,12.015
29605,129627.055,2677651.652,12.177
29606,129627.055,2677646.652,12.095
29607,129627.055,2677641.652,12.127
29608,129627.055,2677636.652,12.116
29609,129627.055,2677631.652,12.121
29610,129627.055,2677626.652,12.189
29611,129627.055,2677621.652,12.216
29612,129627.055,2677616.652,12.229
29613,129627.055,2677611.652,12.259
29614,129627.055,2677606.652,12.291
29615,129627.055,2677601.652,12.317
29616,129627.055,2677596.652,12.354
29617,129627.055,2677591.652,12.473
29618,129627.055,2677586.652,12.394
29619,129627.055,2677581.652,12.385
29620,129627.055,2677576.652,12.372
29621,129627.055,2677571.652,12.358
29622,129627.055,2677566.652,12.347
29623,129627.055,2677561.652,12.447
29624,129627.055,2677556.652,12.702
29625,129627.055,2677551.652,12.697
29626,129627.055,2677546.652,12.547
29627,129627.055,2677541.652,12.643
29628,129627.055,2677536.652,12.61
29629,129627.055,2677531.652,12.697
29630,129627.055,2677526.652,12.84
29631,129627.055,2677521.652,12.842
29632,129627.055,2677516.652,12.567
29633,129627.055,2677511.652,13.047
29634,129627.055,2677506.652,13.127
29635,129627.055,2677501.652,13.081
29636,129627.055,2677496.652,13.049
29637,129627.055,2677491.652,13.141
29638,129627.055,2677486.652,13.046
29639,129627.055,2677481.652,13.007
29640,129627.055,2677476.652,13.035
29641,129627.055,2677471.652,13.329
29642,129627.055,2677466.652,13.146
29643,129627.055,2677461.652,13.28
29644,129627.055,2677456.652,13.089
29645,129627.055,2677451.652,12.937
29646,129627.055,2677446.652,12.931
29647,129627.055,2677441.652,12.912
29648,129627.055,2677436.652,12.882
29649,129627.055,2677431.652,12.803
29650,129627.055,2677426.652,13.041
29651,129627.055,2677421.652,12.844
29652,129627.055,2677416.652,12.871
29653,129627.055,2677411.652,12.856
29654,129627.055,2677406.652,12.994
29655,129627.055,2677401.652,12.956
29656,129627.055,2677396.652,12.908
29657,129627.055,2677391.652,12.876
29658,129627.055,2677386.652,12.855
29659,129627.055,2677381.652,12.794
29660,129627.055,2677376.652,12.774
29661,129627.055,2677371.652,12.765
29662,129627.055,2677366.652,12.808
29663,129627.055,2677361.652,12.733
29664,129627.055,2677356.652,12.812
29665,129627.055,2677351.652,12.862
29666,129627.055,2677346.652,12.857
29667,129627.055,2677341.652,12.827
29668,129627.055,2677336.652,12.942
29669,129627.055,2677331.652,12.993
29670,129627.055,2677326.652,12.977
29671,129627.055,2677321.652,12.913
29672,129627.055,2677316.652,13.001
29673,129627.055,2677311.652,13.025
29674,129627.055,2677306.652,12.847
29675,129627.055,2677301.652,12.947
29676,129627.055,2677296.652,12.803
29677,129627.055,2677291.652,12.668
29678,129627.055,2677286.652,12.813
29679,129627.055,2677281.652,12.749
29680,129627.055,2677276.652,12.809
29681,129627.055,2677271.652,13.409
29682,129627.055,2677266.652,13.505
29683,129627.055,2677261.652,12.868
29684,129627.055,2677256.652,12.72
29685,129627.055,2677251.652,12.776
29686,129627.055,2677246.652,12.772
29687,129627.055,2677241.652,12.827
29688,129627.055,2677236.652,12.729
29689,129627.055,2677231.652,12.76
29690,129627.055,2677226.652,12.973
29691,129627.055,2677221.652,12.766
29692,129627.055,2677216.652,12.744
29693,129627.055,2677211.652,12.745
29694,129627.055,2677206.652,12.807
29695,129627.055,2677201.652,12.81
29696,129627.055,2677196.652,12.935
29697,129627.055,2677191.652,12.715
29698,129627.055,2677186.652,12.746
29699,129627.055,2677181.652,12.922
29700,129627.055,2677176.652,12.854
29701,129627.055,2677171.652,12.871
29702,129627.055,2677166.652,12.949
29703,129627.055,2677161.652,12.938
29704,129627.055,2677156.652,12.774
29705,129627.055,2677151.652,12.637
29706,129627.055,2677146.652,12.89
29707,129627.055,2677141.652,13.432
29708,129627.055,2677136.652,13.214
29709,129627.055,2677131.652,13.001
29710,129627.055,2677126.652,12.798
29711,129627.055,2677121.652,12.9
29712,129627.055,2677116.652,12.864
29713,129627.055,2677111.652,12.81
29714,129627.055,2677106.652,12.8
29715,129627.055,2677101.652,12.779
29716,129627.055,2677096.652,12.812
29717,129627.055,2677091.652,12.82
29718,129627.055,2677086.652,12.804
29719,129627.055,2677081.652,12.733
29720,129627.055,2677076.652,12.671
29721,129627.055,2677071.652,12.687
29722,129627.055,2677066.652,12.652
29723,129627.055,2677061.652,12.618
29724,129627.055,2677056.652,12.6
29725,129627.055,2677051.652,12.603
29726,129627.055,2677046.652,12.662
29727,129627.055,2677041.652,12.691
29728,129627.055,2677036.652,12.722
29729,129627.055,2677031.652,12.635
29730,129627.055,2677026.652,12.577
29731,129627.055,2677021.652,12.661
29732,129627.055,2677016.652,12.337
29733,129627.055,2677011.652,12.297
29734,129627.055,2677006.652,12.388
29735,129627.055,2677001.652,12.673
29736,129627.055,2676996.652,12.628
29737,129627.055,2676991.652,12.71
29738,129627.055,2676986.652,12.651
29739,129627.055,2676981.652,12.632
29740,129627.055,2676976.652,12.657
29741,129627.055,2676971.652,12.605
29742,129627.055,2676966.652,12.503
29743,129627.055,2676961.652,12.669
29744,129627.055,2676956.652,12.55
29745,129627.055,2676951.652,12.459
29746,129627.055,2676946.652,12.442
29747,129627.055,2676941.652,12.417
29748,129627.055,2676936.652,12.401
29749,129627.055,2676931.652,12.37
29750,129627.055,2676926.652,12.456
29751,129627.055,2676921.652,12.372
29752,129627.055,2676916.652,12.793
29753,129627.055,2676911.652,12.287
29754,129627.055,2676906.652,12.412
29755,129627.055,2676901.652,12.403
29756,129627.055,2676896.652,12.488
29757,129627.055,2676891.652,12.633
29758,129627.055,2676886.652,12.544
29759,129627.055,2676881.652,12.568
29760,129627.055,2676876.652,12.189
29761,129627.055,2676871.652,11.729
29762,129627.055,2676866.652,12.145
29763,129627.055,2676861.652,12.207
29764,129627.055,2676856.652,12.831
29765,129627.055,2676851.652,12.435
29766,129627.055,2676846.652,12.517
29767,129627.055,2676841.652,12.659
29768,129627.055,2676836.652,12.889
29769,129627.055,2676831.652,12.575
29770,129627.055,2676826.652,12.64
29771,129627.055,2676821.652,12.408
29772,129627.055,2676816.652,12.347
29773,129627.055,2676811.652,12.409
29774,129627.055,2676806.652,12.272
29775,129627.055,2676801.652,12.321
29776,129627.055,2676796.652,12.278
29777,129627.055,2676791.652,12.313
29778,129627.055,2676786.652,12.283
29779,129627.055,2676781.652,12.26
29780,129627.055,2676776.652,12.356
29781,129627.055,2676771.652,12.249
29782,129627.055,2676766.652,12.454
29783,129627.055,2676761.652,12.838
29784,129627.055,2676756.652,12.939
29785,129627.055,2676751.652,12.968
29786,129627.055,2676746.652,12.922
29787,129627.055,2676741.652,12.803
29788,129627.055,2676736.652,12.93
29789,129627.055,2676731.652,12.641
29790,129627.055,2676726.652,12.829
29791,129627.055,2676721.652,12.79
29792,129627.055,2676716.652,12.462
29793,129627.055,2676711.652,12.533
29794,129627.055,2676706.652,12.505
29795,129627.055,2676701.652,12.651
29796,129627.055,2676696.652,12.673
29797,129627.055,2676691.652,12.725
29798,129627.055,2676686.652,12.832
29799,129627.055,2676681.652,12.899
29800,129627.055,2676676.652,13.078
29801,129627.055,2676671.652,12.848
29802,129627.055,2676666.652,12.81
29803,129627.055,2676661.652,12.521
29804,129627.055,2676656.652,13.152
29805,129627.055,2676651.652,13.095
29806,129627.055,2676646.652,12.946
29807,129627.055,2676641.652,12.811
29808,129627.055,2676636.652,12.78
29809,129627.055,2676631.652,12.608
29810,129627.055,2676626.652,12.682
29811,129627.055,2676621.652,12.697
29812,129632.055,2685171.652,13.482
29813,129632.055,2685166.652,13.405
29814,129632.055,2685161.652,13.455
29815,129632.055,2685156.652,13.443
29816,129632.055,2685151.652,13.46
29817,129632.055,2685146.652,13.399
29818,129632.055,2685141.652,13.489
29819,129632.055,2685136.652,13.409
29820,129632.055,2685131.652,13.373
29821,129632.055,2685126.652,13.432
29822,129632.055,2685121.652,13.421
29823,129632.055,2685116.652,13.418
29824,129632.055,2685111.652,13.512
29825,129632.055,2685106.652,13.509
29826,129632.055,2685101.652,13.407
29827,129632.055,2685096.652,13.563
29828,129632.055,2685091.652,13.518
29829,129632.055,2685086.652,13.441
29830,129632.055,2685081.652,13.277
29831,129632.055,2685076.652,13.213
29832,129632.055,2685071.652,13.273
29833,129632.055,2685066.652,13.275
29834,129632.055,2685061.652,13.27
29835,129632.055,2685056.652,13.265
29836,129632.055,2685051.652,13.258
29837,129632.055,2685046.652,13.225
29838,129632.055,2685041.652,13.253
29839,129632.055,2685036.652,13.248
29840,129632.055,2685031.652,13.243
29841,129632.055,2685026.652,13.262
29842,129632.055,2685021.652,13.226
29843,129632.055,2685016.652,13.235
29844,129632.055,2685011.652,13.221
29845,129632.055,2685006.652,13.226
29846,129632.055,2685001.652,13.219
29847,129632.055,2684996.652,13.321
29848,129632.055,2684991.652,13.204
29849,129632.055,2684986.652,13.188
29850,129632.055,2684981.652,13.163
29851,129632.055,2684976.652,13.239
29852,129632.055,2684971.652,13.247
29853,129632.055,2684966.652,13.257
29854,129632.055,2684961.652,13.255
29855,129632.055,2684956.652,13.588
29856,129632.055,2684951.652,13.528
29857,129632.055,2684946.652,13.169
29858,129632.055,2684941.652,13.769
29859,129632.055,2684936.652,13.648
29860,129632.055,2684931.652,13.609
29861,129632.055,2684926.652,13.703
29862,129632.055,2684921.652,13.583
29863,129632.055,2684916.652,13.667
29864,129632.055,2684911.652,13.703
29865,129632.055,2684906.652,13.684
29866,129632.055,2684901.652,13.619
29867,129632.055,2684896.652,13.555
29868,129632.055,2684891.652,13.501
29869,129632.055,2684886.652,13.593
29870,129632.055,2684881.652,13.579
29871,129632.055,2684876.652,13.395
29872,129632.055,2684871.652,13.267
29873,129632.055,2684866.652,13.417
29874,129632.055,2684861.652,13.073
29875,129632.055,2684856.652,13.041
29876,129632.055,2684851.652,13.065
29877,129632.055,2684846.652,13
29878,129632.055,2684841.652,12.6
29879,129632.055,2684836.652,12.675
29880,129632.055,2684831.652,12.671
29881,129632.055,2684826.652,12.658
29882,129632.055,2684821.652,12.726
29883,129632.055,2684816.652,12.842
29884,129632.055,2684811.652,12.865
29885,129632.055,2684806.652,12.712
29886,129632.055,2684801.652,12.71
29887,129632.055,2684796.652,12.709
29888,129632.055,2684791.652,12.766
29889,129632.055,2684786.652,12.819
29890,129632.055,2684781.652,12.819
29891,129632.055,2684776.652,12.81
29892,129632.055,2684771.652,12.791
29893,129632.055,2684766.652,12.925
29894,129632.055,2684761.652,13.193
29895,129632.055,2684756.652,12.944
29896,129632.055,2684751.652,12.677
29897,129632.055,2684746.652,12.79
29898,129632.055,2684741.652,12.968
29899,129632.055,2684736.652,12.615
29900,129632.055,2684731.652,12.621
29901,129632.055,2684726.652,12.363
29902,129632.055,2684721.652,12.449
29903,129632.055,2684716.652,12.691
29904,129632.055,2684711.652,12.709
29905,129632.055,2684706.652,12.877
29906,129632.055,2684701.652,12.739
29907,129632.055,2684696.652,12.612
29908,129632.055,2684691.652,13.2
29909,129632.055,2684686.652,13.079
29910,129632.055,2684681.652,13.021
29911,129632.055,2684676.652,12.902
29912,129632.055,2684671.652,12.926
29913,129632.055,2684666.652,13.46
29914,129632.055,2684661.652,13.428
29915,129632.055,2684656.652,13.55
29916,129632.055,2684651.652,13.593
29917,129632.055,2684646.652,13.406
29918,129632.055,2684641.652,13.171
29919,129632.055,2684636.652,13.145
29920,129632.055,2684631.652,13.115
29921,129632.055,2684626.652,13.212
29922,129632.055,2684621.652,12.944
29923,129632.055,2684616.652,13.071
29924,129632.055,2680431.652,11.667
29925,129632.055,2680426.652,11.757
29926,129632.055,2680421.652,11.691
29927,129632.055,2680416.652,11.494
29928,129632.055,2680411.652,11.548
29929,129632.055,2680406.652,11.544
29930,129632.055,2680401.652,11.568
29931,129632.055,2680396.652,11.565
29932,129632.055,2680391.652,11.538
29933,129632.055,2680386.652,11.573
29934,129632.055,2680381.652,11.532
29935,129632.055,2680376.652,11.516
29936,129632.055,2680371.652,11.536
29937,129632.055,2680366.652,11.602
29938,129632.055,2680361.652,11.545
29939,129632.055,2680356.652,11.537
29940,129632.055,2680351.652,11.521
29941,129632.055,2680346.652,11.539
29942,129632.055,2680341.652,11.546
29943,129632.055,2680336.652,11.541
29944,129632.055,2680331.652,11.539
29945,129632.055,2680326.652,11.527
29946,129632.055,2680321.652,11.541
29947,129632.055,2680316.652,11.527
29948,129632.055,2680311.652,11.543
29949,129632.055,2680306.652,11.569
29950,129632.055,2680301.652,11.549
29951,129632.055,2680296.652,11.543
29952,129632.055,2680291.652,11.576
29953,129632.055,2680286.652,11.601
29954,129632.055,2680281.652,11.615
29955,129632.055,2680276.652,11.7
29956,129632.055,2680271.652,11.773
29957,129632.055,2680266.652,11.938
29958,129632.055,2680261.652,11.81
29959,129632.055,2680256.652,11.759
29960,129632.055,2680251.652,11.725
29961,129632.055,2680246.652,11.719
29962,129632.055,2680241.652,11.704
29963,129632.055,2680236.652,11.655
29964,129632.055,2680231.652,11.705
29965,129632.055,2680226.652,11.666
29966,129632.055,2680221.652,11.622
29967,129632.055,2680216.652,11.677
29968,129632.055,2680211.652,11.634
29969,129632.055,2680206.652,11.689
29970,129632.055,2680201.652,11.73
29971,129632.055,2680196.652,11.715
29972,129632.055,2680191.652,11.688
29973,129632.055,2680186.652,11.704
29974,129632.055,2680181.652,11.688
29975,129632.055,2680176.652,11.725
29976,129632.055,2680171.652,11.699
29977,129632.055,2680166.652,11.653
29978,129632.055,2680161.652,11.668
29979,129632.055,2680156.652,11.632
29980,129632.055,2680151.652,11.618
29981,129632.055,2680146.652,11.655
29982,129632.055,2680141.652,11.614
29983,129632.055,2680136.652,11.673
29984,129632.055,2680131.652,11.741
29985,129632.055,2680126.652,11.74
29986,129632.055,2680121.652,11.805
29987,129632.055,2680116.652,11.86
29988,129632.055,2680111.652,11.977
29989,129632.055,2680106.652,12.401
29990,129632.055,2680101.652,12.165
29991,129632.055,2680096.652,11.999
29992,129632.055,2680091.652,12.143
29993,129632.055,2680086.652,11.914
29994,129632.055,2680081.652,12.114
29995,129632.055,2680076.652,11.834
29996,129632.055,2680071.652,12.303
29997,129632.055,2680066.652,12.011
29998,129632.055,2680061.652,12.07
29999,129632.055,2680056.652,11.816
30000,129632.055,2680051.652,11.898
30001,129632.055,2680046.652,11.716
30002,129632.055,2680041.652,11.534
30003,129632.055,2680036.652,11.713
30004,129632.055,2680031.652,11.846
30005,129632.055,2680026.652,11.693
30006,129632.055,2680021.652,11.398
30007,129632.055,2680016.652,11.338
30008,129632.055,2680011.652,11.838
30009,129632.055,2680006.652,12.425
30010,129632.055,2680001.652,11.662
30011,129632.055,2679996.652,11.784
30012,129632.055,2679991.652,11.717
30013,129632.055,2679986.652,11.832
30014,129632.055,2679981.652,11.845
30015,129632.055,2679976.652,11.556
30016,129632.055,2679971.652,11.484
30017,129632.055,2679966.652,11.516
30018,129632.055,2679961.652,11.547
30019,129632.055,2679956.652,11.09
30020,129632.055,2679951.652,11.05
30021,129632.055,2679946.652,11.242
30022,129632.055,2679941.652,11.471
30023,129632.055,2679936.652,11.393
30024,129632.055,2679931.652,11.307
30025,129632.055,2679926.652,11.244
30026,129632.055,2679921.652,11.3
30027,129632.055,2679916.652,11.278
30028,129632.055,2679911.652,11.186
30029,129632.055,2679906.652,11.247
30030,129632.055,2679901.652,11.204
30031,129632.055,2679896.652,11.189
30032,129632.055,2679891.652,11.155
30033,129632.055,2679886.652,11.048
30034,129632.055,2679881.652,11.088
30035,129632.055,2679876.652,10.813
30036,129632.055,2679871.652,10.94
30037,129632.055,2679866.652,10.459
30038,129632.055,2679861.652,10.377
30039,129632.055,2679856.652,10.751
30040,129632.055,2679851.652,10.73
30041,129632.055,2679846.652,10.765
30042,129632.055,2679841.652,10.743
30043,129632.055,2679836.652,10.782
30044,129632.055,2679831.652,10.999
30045,129632.055,2679826.652,10.947
30046,129632.055,2679821.652,10.988
30047,129632.055,2679816.652,11.013
30048,129632.055,2679811.652,10.991
30049,129632.055,2679806.652,10.914
30050,129632.055,2679801.652,11.014
30051,129632.055,2679796.652,11.311
30052,129632.055,2679791.652,11.32
30053,129632.055,2679786.652,11.359
30054,129632.055,2679781.652,11.384
30055,129632.055,2679776.652,11.354
30056,129632.055,2679771.652,11.342
30057,129632.055,2679766.652,11.342
30058,129632.055,2679761.652,11.314
30059,129632.055,2679756.652,11.359
30060,129632.055,2679751.652,11.288
30061,129632.055,2679746.652,11.527
30062,129632.055,2679741.652,11.282
30063,129632.055,2679736.652,11.277
30064,129632.055,2679731.652,11.266
30065,129632.055,2679726.652,11.275
30066,129632.055,2679721.652,11.292
30067,129632.055,2679716.652,11.303
30068,129632.055,2679711.652,11.312
30069,129632.055,2679706.652,11.302
30070,129632.055,2679701.652,11.294
30071,129632.055,2679696.652,11.271
30072,129632.055,2679691.652,11.255
30073,129632.055,2679686.652,11.269
30074,129632.055,2679681.652,11.268
30075,129632.055,2679676.652,11.238
30076,129632.055,2679671.652,11.205
30077,129632.055,2679666.652,11.187
30078,129632.055,2679661.652,11.174
30079,129632.055,2679656.652,11.176
30080,129632.055,2679651.652,11.183
30081,129632.055,2679646.652,11.185
30082,129632.055,2679641.652,11.197
30083,129632.055,2679636.652,11.192
30084,129632.055,2679631.652,11.183
30085,129632.055,2679626.652,11.163
30086,129632.055,2679621.652,11.152
30087,129632.055,2679616.652,11.14
30088,129632.055,2679611.652,11.116
30089,129632.055,2679606.652,11.08
30090,129632.055,2679601.652,11.057
30091,129632.055,2679596.652,11.038
30092,129632.055,2679591.652,11.021
30093,129632.055,2679586.652,10.994
30094,129632.055,2679581.652,10.98
30095,129632.055,2679576.652,10.956
30096,129632.055,2679571.652,10.914
30097,129632.055,2679566.652,10.896
30098,129632.055,2679561.652,10.893
30099,129632.055,2679556.652,10.887
30100,129632.055,2679551.652,10.866
30101,129632.055,2679546.652,10.835
30102,129632.055,2679541.652,10.834
30103,129632.055,2679536.652,10.825
30104,129632.055,2679531.652,10.792
30105,129632.055,2679526.652,10.775
30106,129632.055,2679521.652,10.753
30107,129632.055,2679516.652,10.752
30108,129632.055,2679511.652,10.767
30109,129632.055,2679506.652,10.833
30110,129632.055,2679501.652,10.801
30111,129632.055,2679496.652,10.763
30112,129632.055,2679491.652,10.675
30113,129632.055,2679486.652,10.675
30114,129632.055,2679481.652,10.847
30115,129632.055,2679476.652,11.004
30116,129632.055,2679471.652,11.203
30117,129632.055,2679466.652,10.283
30118,129632.055,2679461.652,9.788
30119,129632.055,2679456.652,10.041
30120,129632.055,2679451.652,10.656
30121,129632.055,2679446.652,11.087
30122,129632.055,2679441.652,10.9
30123,129632.055,2679436.652,10.735
30124,129632.055,2679431.652,10.616
30125,129632.055,2679426.652,10.573
30126,129632.055,2679421.652,10.477
30127,129632.055,2679416.652,10.501
30128,129632.055,2679411.652,10.495
30129,129632.055,2679406.652,10.388
30130,129632.055,2679401.652,10.054
30131,129632.055,2679396.652,10.01
30132,129632.055,2679391.652,10.015
30133,129632.055,2679386.652,9.883
30134,129632.055,2679381.652,9.796
30135,129632.055,2679376.652,9.77
30136,129632.055,2679371.652,9.742
30137,129632.055,2679366.652,9.67
30138,129632.055,2679361.652,9.537
30139,129632.055,2679356.652,9.563
30140,129632.055,2679351.652,9.744
30141,129632.055,2679346.652,9.681
30142,129632.055,2679341.652,9.661
30143,129632.055,2679336.652,9.696
30144,129632.055,2679331.652,9.421
30145,129632.055,2679326.652,9.591
30146,129632.055,2679321.652,9.633
30147,129632.055,2679316.652,9.546
30148,129632.055,2679311.652,9.569
30149,129632.055,2679306.652,9.545
30150,129632.055,2679301.652,9.549
30151,129632.055,2679296.652,9.613
30152,129632.055,2679291.652,9.566
30153,129632.055,2679286.652,9.663
30154,129632.055,2679281.652,9.698
30155,129632.055,2679276.652,9.594
30156,129632.055,2679271.652,9.646
30157,129632.055,2679266.652,9.584
30158,129632.055,2679261.652,9.7
30159,129632.055,2679256.652,9.65
30160,129632.055,2679251.652,9.723
30161,129632.055,2679246.652,9.673
30162,129632.055,2679241.652,9.736
30163,129632.055,2679236.652,9.645
30164,129632.055,2679231.652,9.67
30165,129632.055,2679226.652,9.816
30166,129632.055,2679221.652,9.829
30167,129632.055,2679216.652,9.572
30168,129632.055,2679211.652,9.604
30169,129632.055,2679206.652,9.568
30170,129632.055,2679201.652,9.526
30171,129632.055,2679196.652,9.752
30172,129632.055,2679191.652,9.575
30173,129632.055,2679186.652,9.714
30174,129632.055,2679181.652,9.723
30175,129632.055,2679176.652,9.736
30176,129632.055,2679171.652,9.74
30177,129632.055,2679166.652,9.634
30178,129632.055,2679161.652,9.704
30179,129632.055,2679156.652,9.645
30180,129632.055,2679151.652,9.673
30181,129632.055,2679146.652,9.796
30182,129632.055,2679141.652,9.7
30183,129632.055,2679136.652,9.802
30184,129632.055,2679131.652,9.655
30185,129632.055,2679126.652,9.728
30186,129632.055,2679121.652,9.694
30187,129632.055,2679116.652,9.8
30188,129632.055,2679111.652,9.825
30189,129632.055,2679106.652,9.733
30190,129632.055,2679101.652,9.71
30191,129632.055,2679096.652,9.75
30192,129632.055,2679091.652,9.798
30193,129632.055,2679086.652,9.817
30194,129632.055,2679081.652,9.808
30195,129632.055,2679076.652,9.807
30196,129632.055,2679071.652,9.749
30197,129632.055,2679066.652,9.847
30198,129632.055,2679061.652,10.177
30199,129632.055,2679056.652,9.857
30200,129632.055,2679051.652,9.825
30201,129632.055,2679046.652,9.845
30202,129632.055,2679041.652,9.836
30203,129632.055,2679036.652,9.872
30204,129632.055,2679031.652,9.885
30205,129632.055,2679026.652,9.867
30206,129632.055,2679021.652,9.873
30207,129632.055,2679016.652,9.85
30208,129632.055,2679011.652,9.837
30209,129632.055,2679006.652,9.841
30210,129632.055,2679001.652,9.849
30211,129632.055,2678996.652,9.855
30212,129632.055,2678991.652,9.861
30213,129632.055,2678986.652,9.871
30214,129632.055,2678981.652,9.881
30215,129632.055,2678976.652,9.898
30216,129632.055,2678971.652,9.893
30217,129632.055,2678966.652,9.92
30218,129632.055,2678961.652,9.912
30219,129632.055,2678956.652,9.95
30220,129632.055,2678951.652,9.917
30221,129632.055,2678946.652,9.97
30222,129632.055,2678941.652,9.999
30223,129632.055,2678936.652,10.013
30224,129632.055,2678931.652,10.026
30225,129632.055,2678926.652,10.033
30226,129632.055,2678921.652,10.046
30227,129632.055,2678916.652,10.049
30228,129632.055,2678911.652,10.034
30229,129632.055,2678906.652,10.04
30230,129632.055,2678901.652,10.044
30231,129632.055,2678896.652,10.074
30232,129632.055,2678891.652,10.046
30233,129632.055,2678886.652,10.045
30234,129632.055,2678881.652,10.047
30235,129632.055,2678876.652,10.053
30236,129632.055,2678871.652,10.066
30237,129632.055,2678866.652,10.061
30238,129632.055,2678861.652,10.06
30239,129632.055,2678856.652,10.057
30240,129632.055,2678851.652,10.059
30241,129632.055,2678846.652,10.055
30242,129632.055,2678841.652,10.05
30243,129632.055,2678836.652,10.041
30244,129632.055,2678831.652,10.031
30245,129632.055,2678826.652,10.019
30246,129632.055,2678821.652,10.016
30247,129632.055,2678816.652,10.013
30248,129632.055,2678811.652,10.004
30249,129632.055,2678806.652,10.006
30250,129632.055,2678801.652,10.002
30251,129632.055,2678796.652,10.002
30252,129632.055,2678791.652,10.001
30253,129632.055,2678786.652,10
30254,129632.055,2678781.652,9.994
30255,129632.055,2678776.652,9.989
30256,129632.055,2678771.652,9.98
30257,129632.055,2678766.652,9.972
30258,129632.055,2678761.652,9.962
30259,129632.055,2678756.652,9.951
30260,129632.055,2678751.652,9.947
30261,129632.055,2678746.652,9.942
30262,129632.055,2678741.652,9.939
30263,129632.055,2678736.652,9.924
30264,129632.055,2678731.652,9.917
30265,129632.055,2678726.652,9.908
30266,129632.055,2678721.652,9.924
30267,129632.055,2678716.652,9.93
30268,129632.055,2678711.652,9.923
30269,129632.055,2678706.652,9.93
30270,129632.055,2678701.652,9.936
30271,129632.055,2678696.652,9.943
30272,129632.055,2678691.652,9.947
30273,129632.055,2678686.652,9.943
30274,129632.055,2678681.652,9.937
30275,129632.055,2678676.652,9.935
30276,129632.055,2678671.652,9.923
30277,129632.055,2678666.652,9.898
30278,129632.055,2678661.652,9.858
30279,129632.055,2678656.652,9.859
30280,129632.055,2678651.652,9.864
30281,129632.055,2678646.652,9.862
30282,129632.055,2678641.652,9.951
30283,129632.055,2678636.652,9.959
30284,129632.055,2678631.652,9.973
30285,129632.055,2678626.652,9.978
30286,129632.055,2678621.652,9.964
30287,129632.055,2678616.652,9.956
30288,129632.055,2678611.652,9.945
30289,129632.055,2678606.652,9.942
30290,129632.055,2678601.652,9.939
30291,129632.055,2678596.652,9.942
30292,129632.055,2678591.652,9.954
30293,129632.055,2678586.652,9.972
30294,129632.055,2678581.652,9.982
30295,129632.055,2678576.652,9.997
30296,129632.055,2678571.652,10.014
30297,129632.055,2678566.652,10.008
30298,129632.055,2678561.652,10.031
30299,129632.055,2678556.652,10.043
30300,129632.055,2678551.652,10.051
30301,129632.055,2678546.652,10.033
30302,129632.055,2678541.652,10.059
30303,129632.055,2678536.652,10.051
30304,129632.055,2678531.652,10.061
30305,129632.055,2678526.652,10.057
30306,129632.055,2678521.652,10.068
30307,129632.055,2678516.652,10.063
30308,129632.055,2678511.652,10.059
30309,129632.055,2678506.652,10.062
30310,129632.055,2678501.652,10.067
30311,129632.055,2678496.652,10.08
30312,129632.055,2678491.652,10.092
30313,129632.055,2678486.652,10.085
30314,129632.055,2678481.652,10.082
30315,129632.055,2678476.652,10.08
30316,129632.055,2678471.652,10.068
30317,129632.055,2678466.652,10.077
30318,129632.055,2678461.652,10.081
30319,129632.055,2678456.652,10.079
30320,129632.055,2678451.652,10.083
30321,129632.055,2678446.652,10.085
30322,129632.055,2678441.652,10.092
30323,129632.055,2678436.652,10.092
30324,129632.055,2678431.652,10.09
30325,129632.055,2678426.652,10.085
30326,129632.055,2678421.652,10.095
30327,129632.055,2678416.652,10.095
30328,129632.055,2678411.652,10.104
30329,129632.055,2678406.652,10.107
30330,129632.055,2678401.652,10.114
30331,129632.055,2678396.652,10.103
30332,129632.055,2678391.652,10.117
30333,129632.055,2678386.652,10.126
30334,129632.055,2678381.652,10.137
30335,129632.055,2678376.652,10.142
30336,129632.055,2678371.652,10.153
30337,129632.055,2678366.652,10.152
30338,129632.055,2678361.652,10.154
30339,129632.055,2678356.652,10.163
30340,129632.055,2678351.652,10.145
30341,129632.055,2678346.652,10.149
